folio,cuidados
964,Seguridad y cariño.
3733,"Seguridad, compañía y respeto."
999,"Seguridad, estar en familia."
389,Seguridad.
791,Seguridad.
5026,Seguro
107510,"Seguro, por qué me siento a gusto."
5656,Seguro.
7261,Sentimentales.
2426,Sentimientos.
29831,Sentimientos.
315,Sentir alegría.
12831,Sentir amor o saber que no estoy sola.
7900,Sentir cariño.
9399,Sentir cuidado y amor de mi familia.
14061,Sentir que les importo a las personas.
116211,Sentir que me quieren y que me demuestran afecto.
7121,Sentir que me quieren y respetan.
1175,Sentir que siempre están para mí.
31941,Sentirme acariñada.
920,Sentirme alegre...
2244,Sentirme apoyada por mis padres.
4214,Sentirme apoyado.
4314,Sentirme apoyado.
3165,Sentirme bien conmigo misma.
15461,Sentirme bien conmigo mismo.
1985,Sentirme bien.
11583,Sentirme cerca.
1875,Sentirme con el apoyo de mis familiares o amigos.
1351,"Sentirme cuidada por mi familia, autoridades o personas adultas en las cuales tengo confianza."
64611,Sentirme en confianza.
1211,Sentirme feliz y alegre.
720,Sentirme feliz.
1828,Sentirme feliz.
788,Sentirme libre.
789,Sentirme libre.
790,Sentirme libre.
14421,Sentirme libre.
4321,Sentirme más apoyada por mi familia.
4341,Sentirme más apoyada por mi familia.
4441,"Sentirme preocupado cuando me pasa algo, ayudarme en mis problemas."
90411,Sentirme protegida por ellos.
3133,Sentirme protegida por mis papás me hace sentir bien cuando me dicen que están orgullosos de mí.
3782,"Sentirme querida por mi familia, que se preocupen por mí."
1860,Sentirme querida por mi familia.
145,Sentirme querida por mis padres.
3772,"Sentirme querido por mi familia, cómo me tratan, se preocupan por mí."
1672,Sentirme segura conmigo misma.
3842,Sentirme segura de mí misma.
6241,Sentirme segura de mí misma.
768,Sentirme segura.
1038,Sentirme segura.
6271,Sentirme segura.
2511,Sentirme seguro.
9631,Sentirme seguro.
6455,Sentirme seguro.
275,"Sentirme seguro(a), tener confianza con él o ella, que me apoye en todas mis decisiones y que no me cuestione. Además, que me ayude a lograr mis metas y que no me cuestione por mi físico."
1767,"Sentirme única, no compararme con los demás, enfocarme en mis estudios, contar con la confianza de mi familia, irme independizando."
4411,Sentirme unido.
692,Sentirme yo mismo y no tener miedo.
4461,"Sentirse preocupado cuando algo me pasa, ayudarme en mis problemas."
579,Sentirse seguro de uno mismo.
1490,Ser abrazado.
21631,Ser afectuosos conmigo.
2751,Ser alegre.
11772,Ser amable
12100,"Ser amable con la gente, hacer amigos y estar con quien me sienta seguro."
414,Ser amable con las personas.
1974,Ser amable con todos.
1526,Ser amable y estar con amigos o con mi novio.
11351,Ser amable y ser una buena persona en la familia.
85511,"Ser amable, que no me insulten."
166,Ser amable.
3142,Ser amable.
978,Ser amable.
35631,Ser amable.
70311,Ser amable.
7032,Ser amable.
9049,Ser amables conmigo.
9460,Ser amables conmigo.
94611,Ser amables conmigo.
4287,Ser amado me ayuda cuando lo necesito.
12231,Ser apoyado.
43,Ser atento.
3653,Ser buena con las demás personas.
792,Ser buena con los demás.
3184,Ser buena en mi actitud.
3914,"Ser buena onda cuando lo son conmigo, si no, no."
511,Ser buena persona.
2601,Ser buena persona.
3554,Ser buena persona.
1440,Ser buena persona.
11521,Ser bueno y portarme bien.
16951,Ser bueno.
7371,Ser bueno.
25,Ser callado.
3594,Ser cariñoso.
2795,Ser cruel para no ser manipulado.
2562,Ser cuidada por mis padres.
1025,Ser cuidadoso y persuasivo.
30,Ser cuidadoso.
309,"Ser educada implica respetar a las personas, ayudar y ser comprensible."
2920,"Ser educada, respetuosa pero también reaccionar cuando sea necesario."
2,Ser educado con las personas.
3544,Ser educado.
2971,Ser escuchado.
22,Ser feliz.
185,Ser feliz.
1831,Ser feliz.
2321,Ser feliz.
3041,Ser feliz.
4941,Ser feliz.
729,Ser feliz.
7931,Ser feliz.
10744,Ser fieles.
3541,Ser fuerte y feliz siendo yo misma.
10021,Ser fuerte.
6531,Ser higiénico y hacer ejercicio.
1543,Ser incluido en una pequeña sociedad.
2563,Ser independiente.
5951,Ser insano.
3742,Ser inteligente.
3752,Ser inteligente.
546,Ser libre y realizar actividades para ser mejor cada día.
4342,Ser limpia y disciplinada.
1352,"Ser mala persona, ¿por qué? Siempre he sido una persona sociable."
2851,Ser más astuto.
1499,Ser más limpia y cómo puedo cuidarme más.
1464,Ser más respetuoso.
2424,"Ser más responsable, para poder cuidarme y protegerme."
666,Ser más tranquilo
2004,Ser mejor persona.
2263,Ser mejor y no andar sola en cualquier lugar.
2577,Ser mejores conmigo.
3144,Ser mujer.
969,Ser muy amable.
9366,Ser muy mandón.
3174,Ser precavido.
3345,Ser precavido.
8184,Ser prevenido.
2160,Ser quien quiero ser.
386,Ser reservada.
371,Ser reservado.
217,Ser respetado.
9730,Ser respetado.
15711,"Ser respetuosa con las personas y la familia, venir a la escuela y hacer mi tarea, ser amable."
3134,SER RESPETUOSO
1996,Ser respetuoso con la gente.
1051,Ser respetuoso y amable.
3513,Ser respetuoso.
8465,Ser respetuosos.
2203,Ser responsable
2000,Ser responsable con mis acciones.
871,Ser responsable de mis actos y pensar antes de hacer las cosas.
1295,"Ser responsable en lo que hago, ser feliz, no hacer las cosas antes de pensarlo."
618,Ser responsable es cuidarme.
243,"Ser responsable, ser buena persona con los demás, tratarlos bien, seguir las reglas y ser obediente."
164,Ser responsable.
310,Ser responsable.
2112,Ser responsable.
3418,Ser responsable.
3533,Ser responsable.
4215,Ser segura.
18341,Ser seguro.
307,"SER SERIO Y PENSAR ANTES DE ACTUAR, A VECES."
52,Ser serio.
5809,"Ser sincero, no mentir y protegerme."
7196,Ser sobreprotectores.
80611,Ser social.
20010,Ser tranquila y reservada.
88,Ser tranquilo y no causar desorden.
749,Ser tratada con cariño.
2105,Ser un buen amigo.
1833,Ser un hombre de pocas palabras.
1802,Ser valiente.
165,Ser yo.
212,Ser yo.
1841,Sí
464,Sí
3391,Sí
3471,Sí
924,Sí
1274,Sí
2653,Sí
1066,Sí
2204,Sí
3663,Sí
2635,Sí
528,Sí
1130,Sí
11551,Sí
16231,Sí
17311,Sí
27431,Sí
3535,Sí
5470,Sí
6130,Sí
11109,Sí
11406,Sí
11460,Sí
35811,"Si alguien me hace algo, van a hablar con la persona."
11294,Si está bien
887,"Si me siento mal o asustado, me apoyan y preguntan si pasa algo."
6747,"Si me ven desanimada, me preguntan por qué."
11620,Si me vinieran a recoger.
5020,"Si mi mamá me hace de comer, me ayuda y mi papá hace lo posible por ser feliz."
90910,Si mi mamá y mi hermana.
1572,Si mis amigos me apoyan mucho y los quiero mucho.
5261,Si no tomo
33511,"Si notan algo raro en mí, me preguntan qué me pasa y platican conmigo."
1429,"Si salgo y no les digo dónde estoy, o me marcan y me salen a buscar."
33211,"Si ven algo extraño, nos vamos de ahí."
43161,"Si ven una situación de riesgo, tratan de evitarla y prevenir algún problema donde podamos salir afectados."
15821,Siempre
13732,Siempre
23011,Siempre
2766,Siempre
3479,Siempre
4504,Siempre
11039,Siempre
2510,Siempre 
3029,"Siempre cuando salgo me preguntan con quién voy, a dónde voy y si llevo datos."
5061,"Siempre cuido de ellos, especialmente cuando salgo con amigos o saben que estoy en peligro y me mandan un mensaje para avisarme."
8332,"Siempre deberían preocuparse por mí y por cómo me siento, o cómo ellos pueden hacerme sentir. Lamentablemente, me he conseguido amistades horrendas."
963,Siempre está conmigo mi papá.
6874,Siempre están ahí cuando los necesito.
5672,Siempre están al tanto de mí por mensajes.
29521,Siempre están conmigo y no me insultan.
173,"Siempre están conmigo y si quiero salir me dan libertad, eso me hace sentir cuidada. Además, siempre me dejan y me recogen a donde vaya."
103310,Siempre están conmigo.
16432,Siempre están conmigo.
5157,Siempre están conmigo.
5602,Siempre están cuando lo necesito.
3627,Siempre están cuidándome o aconsejándome para no rendirme.
3625,Siempre están cuidándome o vigilándome.
252,Siempre están pendientes de mí y me marcan a cada rato.
8906,"Siempre están pendientes de mí, se enteran de todo lo que hago (son dos niñas)."
67211,Siempre están presentes.
7436,Siempre están presentes.
7437,Siempre están presentes.
1198,"Siempre estar limpio, ser cuidadoso y respetuoso."
3595,Siempre estar.
2674,Siempre estará conmigo.
233,Siempre estaré atento a mi alrededor.
1354,Siempre estaré electa y me cuidaré del mal.
5911,Siempre estoy acompañado.
4136,Siempre estoy platicando con mi mamá.
6980,Siempre los están cuidando.
96910,Siempre me apoyan en algo que no puedo.
88710,Siempre me apoyan en todas las cosas que hago.
11301,Siempre me apoyan en todo.
15713,Siempre me apoyan y me ayudan a hacer las cosas bien y me han demostrado que me quieren.
40161,Siempre me apoyan y me dicen que cuento con ellos.
46111,Siempre me ayudan a hacerlo bien.
113810,Siempre me ayudan con algo que no puedo en los aserraderos.
428,Siempre me ayudan en algunas cosas y eso me hace sentir tranquilo.
8608,Siempre me dan consejos.
2027,Siempre me dicen lo que está bien y lo que está mal y me lo explican.
20241,"Siempre me dicen lo que está bien y lo que está mal, y me explican."
20251,"Siempre me dicen lo que está bien y lo que está mal, y me explican."
2029,"Siempre me dicen lo que está bien y lo que está mal, y me explican."
2028,"Siempre me dicen lo que está bien y lo que está mal, y me lo explican."
20261,"Siempre me dicen qué está bien y qué está mal, y me lo explican."
1470,"Siempre me enseñaron a cuidarme, mi familia hace lo mismo por mí. Eso me hace sentir cuidada y mis amigos también cuidan de mí."
26521,Siempre me están vigilando para que no me pase algo.
6459,Siempre me hacen sentir bien cuando cuidan.
8849,Siempre me llaman para saber dónde estoy.
17851,"Siempre me mandan mensajes, siempre vienen por mí, me hacen mis comidas favoritas."
15114,Siempre me pregunta cómo estoy y cómo me siento.
8936,Siempre me preguntan dónde estoy y qué estoy haciendo.
1552,"Siempre me preguntan dónde estoy y si salgo a la tienda siempre voy acompañada, no me dejan salir sola, menos en las noches."
524,Siempre mis padres me dicen que tenga cuidado cuando salgo a la calle.
63110,Siempre o casi siempre
76510,Siempre o casi siempre
2961,Siempre preguntan cómo me encuentro.
5776,Siempre preguntan por mí.
34631,Siempre protegerme.
3281,"Siempre que salgo de mi casa y voy a la escuela, mi mamá me dice que me cuide mucho con los desconocidos."
14221,Siempre se preocupan por mí y mi futuro.
1876,Siempre se preocupan por mí y por cómo me siento.
452,Siempre se preocupan por mí.
9651,Siempre trato de hacer las cosas bien.
37011,"Siempre, corrige."
1861,Siempre.
2479,Siempre.
7583,Siempre.
9396,Siempre.
1239,Siendo saludable.
2006,Siento libertad gracias al apoyo de mis padres y amigos.
8607,Siento miradas.
6769,Siento muy segura nuestra amistad.
22451,Siento que me están cuidando.
979,Siento que pasar tiempo con amigos
8064,Sígueme.
8065,Siguiéndome.
11142,"Simplemente, que me representen afecto."
11710,Sin comentarios.
2113,sin regaño.
1155,"Sinceramente, me gusta estar solo, que nadie me moleste o me perjudique."
1989,Sintiéndome segura conmigo misma.
2801,Situaciones de riesgo.
610,Sobarme algún golpe.
11780,Sobre las personas y otros.
28941,Sobreprotección
10702,Sobreprotección.
118,Sobreprotegerme.
10855,"Sólo hay una persona que hace eso, pero casi nadie me hace sentir que me quiere o le importo."
8385,Solo me están marcando para saber dónde estoy y con quién.
108111,"Sólo mi mamá, mi papá, mi novio."
9190,"Solo mirar, jajaja."
7341,Solo mis padres.
7092,Solo mis papás.
1431,Solo que me pregunten cómo estoy y cómo me fue.
10299,Sólo se quedan viendo.
2813,Solucionar los problemas.
2913,Solucionar los problemas.
107211,"Son amables conmigo, me quieren mucho y me regalan cosas."
10113,Son amables conmigo.
8016,Son amables y cariñosos.
7704,Son amables y me quieren.
3800,Son amables.
8301,Son amables.
2937,Son atentas y me dan consejos.
88101,Son atentos.
33101,Son buena onda y confiables.
10168,Son buenas conmigo.
10394,Son buenas personas conmigo.
10395,Son buenas personas conmigo.
13271,Son gais.
7609,Son honestas y respetuosas en su mayor parte.
3106,Son muy buenos.
7515,Son muy observadores y me defienden.
5483,Son muy sobreprotectoras.
11483,Son muy sobreprotectores.
8354,Son respetuosas y amables.
2643,"Son responsables, me quieren."
5680,Son sobreprotectores.
21011,"Son varios; no debo faltarle al respeto a nadie de mi familia, y mucho menos a mis padres y hermanos."
9231,Sonreír.
11755,Sonrisa
72611,Sospechan y me quedan viendo.
7262,Sospechan y me quedan viendo.
5417,Soy feliz.
1385,Soy hombre y no me da miedo morir.
8678,Soy menor de edad para cuidarme solo.
8679,Soy menor de edad para cuidarme solo.
3628,Soy muy insano.
998,Soy muy seguro de mí mismo.
3583,Soy respetuosa.
14751,Soy responsable con mis cosas y todo eso.
2518,Soy una buena persona.
3195,Soy una hermosura creada por Dios.
3928,Su actitud conmigo.
7919,Su afecto hacia mí.
77411,Su afecto que muestran hacia mí.
8491,Su afecto.
11857,Su amabilidad :)
5860,Su amor y respeto hacia mí.
4524,Su amor.
7723,Su apoyo
10994,Su apoyo
10964,Su apoyo y su ayuda.
7940,"Su apoyo, sus pláticas, una nueva forma de ver las cosas."
34231,Su apoyo.
5754,Su apoyo.
9060,Su apoyo.
5853,Su atención
10065,Su atención
10952,Su atención
4054,Su atención y cariño.
10819,Su atención y cuidado.
7584,Su ayuda
8283,Su carácter.
8848,"Su cariño, amor, paciencia, tolerancia, abrazos, cuidados y consejos positivos."
32951,"Su cariño, su atención y su apoyo."
13842,Su cariño.
19981,Su cariño.
30251,Su cariño.
8268,Su cariño.
86211,Su cariño.
9476,Su cariño.
10902,Su cariño.
11533,Su comportamiento y el cuidado.
19922,Su comportamiento.
27311,Su comportamiento.
4966,Su comportamiento.
10794,Su comportamiento.
11768,Su comportamiento.
6041,Su confianza.
23951,Su confianza.
8560,Su cuidado y cariño.
159,Su cuidado.
